Country Region,Province State,Confirmed,Deaths
US,Arkansas,2902,67
US,Arkansas,26850,0
US,Arkansas,9228,174
US,Arkansas,3462,62
US,Arkansas,68202,609
US,Arkansas,22028,285
US,Arkansas,1726,29
US,Arkansas,6840,104
US,California,268321,1802
US,California,125,0
US,California,9119,86
US,California,39566,387
US,California,7594,120
US,California,4523,21
US,California,201074,1279
US,California,6028,50
US,California,29877,200
US,California,251910,2710
US,California,6549,47
US,California,20002,139
US,California,66343,909
US,California,4543,56
US,California,242104,2244
US,California,55005,442
US,California,11553,135
US,California,9840,63
US,California,2827802,31561
US,California,43356,367
US,California,35486,287
US,California,3003,30
US,California,16022,125
US,California,70553,805
US,California,986,7
US,California,3087,5
US,California,92231,724
US,California,26654,139
US,California,17165,123
US,California,586392,6857
US,California,0,0
US,California,69969,613
US,California,3104,13
US,California,618053,6388
US,California,302236,3068
US,California,13400,99
US,California,585021,6828
US,California,800915,5143
US,California,132458,838
US,California,175208,2187
US,California,56111,469
US,California,127126,742
US,California,90291,673
US,California,323294,2250
US,California,49312,259
US,California,36705,587
US,California,315,4
US,California,7182,80
US,California,87154,441
US,California,85522,487
US,California,136645,1694
US,California,22610,218
US,California,14642,195
US,California,1466,20
US,California,132786,1394
US,California,13199,180
US,California,5443,3
US,California,181914,1457
US,California,39374,309
US,California,16996,117
US,Colorado,130406,1241
US,Colorado,4489,61
US,Colorado,148840,1137
US,Colorado,2856,15
US,Colorado,836,8
US,Colorado,2511,47
US,Colorado,62254,355
US,Colorado,13143,112
US,Colorado,4400,44
US,Colorado,321,9
US,Colorado,1518,12
US,Colorado,1721,54
US,Colorado,675,16
US,Colorado,3150,28
US,Colorado,636,19
US,Colorado,5972,134
US,Colorado,167062,1283
US,Colorado,355,8
US,Colorado,76551,401
US,Colorado,15799,35
US,Colorado,182100,1609
US,Colorado,4715,37
US,Colorado,15061,177
US,Colorado,14422,90
US,Colorado,936,4
US,Colorado,3455,25
US,Colorado,3337,14
US,Colorado,123,0
US,Colorado,1438,31
US,Colorado,164,0
US,Colorado,120508,1319
US,Colorado,332,6
US,Colorado,1594,31
US,Colorado,12634,80
US,Colorado,1785,2
US,Colorado,75722,477
US,Colorado,3545,41
US,Colorado,2121,9
US,Colorado,7314,106
US,Colorado,41979,529
US,Colorado,225,1
US,Colorado,2988,51
US,Colorado,6138,72
US,Colorado,9196,158
US,Colorado,5552,135
US,Colorado,4246,126
US,Colorado,852,6
US,Colorado,0,0
US,Colorado,2778,20
US,Colorado,869,18
US,Colorado,6330,6
US,Colorado,2608,48
US,Colorado,45399,773
US,Colorado,1665,13
US,Colorado,2775,46
US,Colorado,6335,24
US,Colorado,1167,12
US,Colorado,196,0
US,Colorado,2247,8
US,Colorado,481,9
US,Colorado,9707,14
US,Colorado,4765,57
US,Colorado,124,0
US,Colorado,1052,27
US,Colorado,81996,693
US,Colorado,1860,23
US,Connecticut,201048,2687
US,Connecticut,176022,3115
US,Connecticut,31509,453
US,Connecticut,27835,478
US,Connecticut,194231,2789
US,Connecticut,54384,647
US,Connecticut,20334,268
US,Connecticut,2861,10
US,Connecticut,25543,297
US,Delaware,50068,631
US,Delaware,146667,1379
US,Delaware,61348,826
US,Delaware,920,0
US,Diamond Princess,49,0
US,District of Columbia,134623,1319
US,Florida,67891,651
US,Florida,8654,139
US,Florida,46387,806
US,Florida,7470,148
US,Florida,133361,2060
US,Florida,600687,5761
US,Florida,4080,97
US,Florida,35685,793
US,Florida,29503,962
US,Florida,53486,832
US,Florida,84398,984
US,Florida,21169,383
US,Florida,9329,148
US,Florida,4024,67
US,Florida,253158,3351
US,Florida,81413,1290
US,Florida,22286,350
US,Florida,3110,52
US,Florida,13414,200
US,Florida,4522,88
US,Florida,1988,36
US,Florida,4295,74
US,Florida,3841,54
US,Florida,8641,123
US,Florida,11696,160
US,Florida,41912,1074
US,Florida,24034,669
US,Florida,373808,3704
US,Florida,5418,86
US,Florida,32359,645
US,Florida,14800,274
US,Florida,3948,55
US,Florida,2769,58
US,Florida,84857,1492
US,Florida,190203,2121
US,Florida,85607,641
US,Florida,10226,155
US,Florida,2497,29
US,Florida,5844,94
US,Florida,95708,1412
US,Florida,83213,2059
US,Florida,30329,595
US,Florida,1180488,10720
US,Florida,18335,117
US,Florida,22110,288
US,Florida,51420,677
US,Florida,10649,182
US,Florida,375946,2763
US,Florida,113572,1131
US,Florida,366844,4979
US,Florida,121823,1853
US,Florida,209713,3278
US,Florida,199580,2939
US,Florida,17546,420
US,Florida,48502,607
US,Florida,90474,1562
US,Florida,103176,1072
US,Florida,62586,559
US,Florida,73960,1207
US,Florida,21661,564
US,Florida,12939,312
US,Florida,6996,101
US,Florida,2962,346
US,Florida,4308,115
US,Florida,116764,1945
US,Florida,9921,123
US,Florida,17351,207
US,Florida,6617,107
US,Georgia,4795,122
US,Georgia,2120,47
US,Georgia,3392,69
US,Georgia,534,14
US,Georgia,9487,231
US,Georgia,3878,86
US,Georgia,21814,249
US,Georgia,28919,437
US,Georgia,4291,120
US,Georgia,4917,81
US,Georgia,36936,767
US,Georgia,3308,95
US,Georgia,4097,106
US,Georgia,3410,84
US,Georgia,9061,89
US,Georgia,15406,255
US,Georgia,5264,104
US,Georgia,6449,151
US,Georgia,1336,22
US,Georgia,11259,118
US,Georgia,2088,94
US,Georgia,23630,435
US,Georgia,14350,161
US,Georgia,3016,62
US,Georgia,63119,857
US,Georgia,7077,22
US,Georgia,6577,129
US,Georgia,62789,602
US,Georgia,29545,223
US,Georgia,516,6
US,Georgia,63349,941
US,Georgia,2116,41
US,Georgia,170429,1736
US,Georgia,11053,280
US,Georgia,11033,236
US,Georgia,35776,372
US,Georgia,4873,72
US,Georgia,32816,470
US,Georgia,1762,53
US,Georgia,4641,135
US,Georgia,3201,28
US,Georgia,6840,100
US,Georgia,145533,1667
US,Georgia,7149,127
US,Georgia,5184,147
US,Georgia,2361,68
US,Georgia,19411,483
US,Georgia,34675,388
US,Georgia,2711,60
US,Georgia,931,11
US,Georgia,13064,190
US,Georgia,4533,108
US,Georgia,5872,157
US,Georgia,2347,65
US,Georgia,5086,151
US,Georgia,22156,309
US,Georgia,27057,511
US,Georgia,54553,379
US,Georgia,5335,95
US,Georgia,213675,2221
US,Georgia,6872,168
US,Georgia,605,25
US,Georgia,23110,400
US,Georgia,16091,259
US,Georgia,5725,109
US,Georgia,3904,83
US,Georgia,206143,1828
US,Georgia,9978,259
US,Georgia,53122,819
US,Georgia,1570,88
US,Georgia,5392,165
US,Georgia,6042,110
US,Georgia,4830,90
US,Georgia,2163,49
US,Georgia,57529,662
US,Georgia,39215,486
US,Georgia,1882,46
US,Georgia,21165,284
US,Georgia,3119,69
US,Georgia,3953,70
US,Georgia,3634,108
US,Georgia,1486,66
US,Georgia,2241,72
US,Georgia,5017,108
US,Georgia,4831,112
US,Georgia,2259,24
US,Georgia,13695,291
US,Georgia,7207,102
US,Georgia,12229,143
US,Georgia,1596,35
US,Georgia,2763,34
US,Georgia,30871,383
US,Georgia,7119,131
US,Georgia,2126,49
US,Georgia,6925,102
US,Georgia,1504,50
US,Georgia,5030,94
US,Georgia,2443,35
US,Georgia,4448,140
US,Georgia,1700,31
US,Georgia,5173,115
US,Georgia,5846,172
US,Georgia,2056,51
US,Georgia,4507,62
US,Georgia,11459,181
US,Georgia,37891,792
US,Georgia,24437,442
US,Georgia,8715,105
US,Georgia,3198,52
US,Georgia,79205,1404
US,Georgia,37811,423
US,Georgia,6138,130
US,Georgia,8268,162
US,Georgia,5751,130
US,Georgia,5428,89
US,Georgia,11799,188
US,Georgia,2150,72
US,Georgia,4475,103
US,Georgia,411,4
US,Georgia,3640,94
US,Georgia,1470,48
US,Georgia,49906,866
US,Georgia,18289,314
US,Georgia,1150,10
US,Georgia,2606,67
US,Georgia,2129,28
US,Georgia,15769,401
US,Georgia,6248,141
US,Georgia,2486,32
US,Georgia,6793,164
US,Georgia,1158,32
US,Georgia,266,3
US,Georgia,5170,130
US,Georgia,1968,52
US,Georgia,3045,82
US,Georgia,2030,62
US,Georgia,11663,207
US,Georgia,11497,215
US,Georgia,7037,197
US,Georgia,2375,107
US,Georgia,1626,60
US,Georgia,15381,373
US,Georgia,2535,58
US,Georgia,1527,69
US,Georgia,10520,14
US,Georgia,4836,152
US,Georgia,7702,230
US,Georgia,16526,230
US,Georgia,21826,425
US,Georgia,9991,275
US,Georgia,1053,29
US,Georgia,4362,132
US,Georgia,7772,203
US,Georgia,436,8
US,Georgia,1409,38
US,Georgia,6762,156
US,Georgia,33948,420
US,Georgia,1988,69
US,Georgia,2235,49
US,Georgia,2223,56
US,Georgia,4606,113
US,Grand Princess,103,3
US,Guam,47009,341
US,Hawaii,26142,184
US,Hawaii,165789,1013
US,Hawaii,11776,29
US,Hawaii,29862,135
US,Hawaii,6022,12
US,Hawaii,0,0
US,Idaho,132946,1007
US,Idaho,696,15
US,Idaho,20774,246
US,Idaho,909,15
US,Idaho,2385,41
US,Idaho,9748,153
US,Idaho,5946,30
US,Idaho,1090,13
US,Idaho,8847,182
US,Idaho,30808,283
US,Idaho,2081,59
US,Idaho,475,9
US,Idaho,157,2
US,Idaho,61356,677
US,Idaho,1480,24
US,Idaho,5033,52
US,Idaho,109,1
US,Idaho,2290,33
US,Idaho,524,9
US,Idaho,7160,70
US,Idaho,2330,29
US,Idaho,2156,27
US,Idaho,3635,79
US,Idaho,3277,55
US,Idaho,2966,51
US,Idaho,6031,65
US,Idaho,6058,64
US,Idaho,41829,585
US,Idaho,6687,48
US,Idaho,1252,25
US,Idaho,1129,29
US,Idaho,1103,15
US,Idaho,12648,50
US,Idaho,4226,62
US,Idaho,8889,146
US,Idaho,800,11
US,Idaho,2263,52
US,Idaho,5526,85
US,Idaho,1463,20
US,Idaho,2729,75
US,Idaho,2702,8
US,Idaho,23997,289
US,Idaho,0,0
US,Idaho,2601,16
US,Idaho,2368,57
US,Illinois,22275,208
US,Illinois,1273,15
US,Illinois,4308,31
US,Illinois,13770,116
US,Illinois,2402,15
US,Illinois,8324,127
US,Illinois,1519,5
US,Illinois,4237,48
US,Illinois,4602,35
US,Illinois,62030,287
US,Illinois,10151,111
US,Illinois,4844,52
US,Illinois,4735,68
US,Illinois,11887,113
US,Illinois,15219,170
US,Illinois,1123719,14232
US,Illinois,6179,45
US,Illinois,3341,37
US,Illinois,4307,37
US,Illinois,23216,194
US,Illinois,6441,55
US,Illinois,208727,1693
US,Illinois,5130,59
US,Illinois,1753,28
US,Illinois,10610,134
US,Illinois,7082,100
US,Illinois,4389,65
US,Illinois,12259,165
US,Illinois,10023,126
US,Illinois,1403,16
US,Illinois,3590,45
US,Illinois,12581,135
US,Illinois,2171,31
US,Illinois,4370,48
US,Illinois,1050,20
US,Illinois,1149,18
US,Illinois,12617,118
US,Illinois,7147,113
US,Illinois,15500,118
US,Illinois,2671,28
US,Illinois,11032,173
US,Illinois,6196,69
US,Illinois,4015,35
US,Illinois,4457,40
US,Illinois,125528,1119
US,Illinois,28718,364
US,Illinois,30809,160
US,Illinois,12508,212
US,Illinois,28817,381
US,Illinois,148681,1366
US,Illinois,5473,42
US,Illinois,8748,79
US,Illinois,10678,136
US,Illinois,9446,85
US,Illinois,30339,340
US,Illinois,12724,141
US,Illinois,70105,784
US,Illinois,11876,209
US,Illinois,2759,31
US,Illinois,3887,60
US,Illinois,3860,66
US,Illinois,7167,90
US,Illinois,75584,477
US,Illinois,49395,289
US,Illinois,3494,20
US,Illinois,3990,47
US,Illinois,9451,127
US,Illinois,9757,103
US,Illinois,9434,125
US,Illinois,4054,44
US,Illinois,13918,128
US,Illinois,7,0
US,Illinois,46309,512
US,Illinois,7448,97
US,Illinois,4383,23
US,Illinois,5015,65
US,Illinois,953,8
US,Illinois,1720,19
US,Illinois,1128,9
US,Illinois,10424,123
US,Illinois,5154,74
US,Illinois,33018,472
US,Illinois,7843,93
US,Illinois,54650,384
US,Illinois,1949,17
US,Illinois,1252,11
US,Illinois,6182,74
US,Illinois,63419,723
US,Illinois,1509,32
US,Illinois,11458,156
US,Illinois,36500,461
US,Illinois,131,2433
US,Illinois,5361,64
US,Illinois,27833,293
US,Illinois,3715,27
US,Illinois,3989,82
US,Illinois,3421,35
US,Illinois,5286,83
US,Illinois,4398,48
US,Illinois,15310,224
US,Illinois,161223,1510
US,Illinois,22497,247
US,Illinois,76206,813
US,Illinois,10323,111
US,Indiana,7258,111
US,Indiana,103588,1138
US,Indiana,21290,241
US,Indiana,2474,21
US,Indiana,3108,65
US,Indiana,15149,171
US,Indiana,2584,61
US,Indiana,4213,60
US,Indiana,11642,158
US,Indiana,31006,372
US,Indiana,6822,84
US,Indiana,9176,115
US,Indiana,2542,37
US,Indiana,7465,148
US,Indiana,11329,145
US,Indiana,13406,128
US,Indiana,6988,134
US,Indiana,24759,419
US,Indiana,12849,161
US,Indiana,54004,691
US,Indiana,6724,139
US,Indiana,18881,283
US,Indiana,5384,95
US,Indiana,4368,55
US,Indiana,4905,99
US,Indiana,11622,139
US,Indiana,17263,333
US,Indiana,7188,132
US,Indiana,81649,616
US,Indiana,20614,247
US,Indiana,10785,132
US,Indiana,40673,524
US,Indiana,12955,223
US,Indiana,25358,429
US,Indiana,11484,150
US,Indiana,12504,124
US,Indiana,8998,140
US,Indiana,4835,71
US,Indiana,9337,142
US,Indiana,6934,98
US,Indiana,42214,578
US,Indiana,10730,149
US,Indiana,19712,228
US,Indiana,5843,100
US,Indiana,25393,358
US,Indiana,105937,1727
US,Indiana,11830,254
US,Indiana,32604,613
US,Indiana,224591,2860
US,Indiana,12309,184
US,Indiana,2162,24
US,Indiana,9242,151
US,Indiana,27581,273
US,Indiana,10657,161
US,Indiana,16431,266
US,Indiana,2558,66
US,Indiana,13052,152
US,Indiana,1442,19
US,Indiana,5026,90
US,Indiana,5823,114
US,Indiana,3591,46
US,Indiana,4650,62
US,Indiana,3722,47
US,Indiana,37518,532
US,Indiana,6527,57
US,Indiana,3066,84
US,Indiana,9303,122
US,Indiana,5892,143
US,Indiana,8276,135
US,Indiana,4834,58
US,Indiana,7852,101
US,Indiana,13572,165
US,Indiana,5215,58
US,Indiana,70465,835
US,Indiana,4739,92
US,Indiana,9611,116
US,Indiana,5267,74
US,Indiana,2307,20
US,Indiana,49841,384
US,Indiana,3519,81
US,Indiana,0,918
US,Indiana,2017,20
US,Indiana,57206,600
US,Indiana,4067,74
US,Indiana,28806,401
US,Indiana,8709,153
US,Indiana,2081,29
US,Indiana,20237,231
US,Indiana,5987,80
US,Indiana,18815,326
US,Indiana,6493,127
US,Indiana,6840,91
US,Indiana,9644,80
US,Iowa,1583,51
US,Iowa,817,13
US,Iowa,2853,59
US,Iowa,2902,67
US,Iowa,1100,20
US,Iowa,6001,75
US,Iowa,32658,467
US,Iowa,5448,54
US,Iowa,5480,81
US,Iowa,4569,57
US,Iowa,6426,57
US,Iowa,3209,53
US,Iowa,2591,24
US,Iowa,4918,65
US,Iowa,2949,77
US,Iowa,4133,35
US,Iowa,11065,167
US,Iowa,2959,61
US,Iowa,2671,32
US,Iowa,2258,36
US,Iowa,4090,43
US,Iowa,3454,72
US,Iowa,11501,143
US,Iowa,4519,54
US,Iowa,22945,141
US,Iowa,1594,32
US,Iowa,1509,26
US,Iowa,4004,68
US,Iowa,9106,136
US,Iowa,4125,72
US,Iowa,25881,294
US,Iowa,2348,51
US,Iowa,4080,71
US,Iowa,3539,62
US,Iowa,2512,43
US,Iowa,1373,24
US,Iowa,1716,21
US,Iowa,2554,42
US,Iowa,2346,45
US,Iowa,3475,72
US,Iowa,2835,47
US,Iowa,4114,61
US,Iowa,3423,93
US,Iowa,5547,73
US,Iowa,2038,35
US,Iowa,2610,37
US,Iowa,1799,48
US,Iowa,3662,50
US,Iowa,4600,68
US,Iowa,8637,107
US,Iowa,3466,51
US,Iowa,33891,149
US,Iowa,5444,72
US,Iowa,2048,48
US,Iowa,3768,88
US,Iowa,7837,141
US,Iowa,51892,577
US,Iowa,2474,61
US,Iowa,1748,32
US,Iowa,2722,50
US,Iowa,3142,38
US,Iowa,4887,87
US,Iowa,7528,121
US,Iowa,9393,110
US,Iowa,3339,42
US,Iowa,2464,50
US,Iowa,1717,49
US,Iowa,1875,48
US,Iowa,2206,53
US,Iowa,9583,131
US,Iowa,3433,71
US,Iowa,1393,22
US,Iowa,3327,46
US,Iowa,2031,38
US,Iowa,6313,100
US,Iowa,1590,27
US,Iowa,124441,1079
US,Iowa,24217,312
US,Iowa,3594,61
US,Iowa,1129,33
US,Iowa,2398,33
US,Iowa,40960,384
US,Iowa,2708,51
US,Iowa,7980,85
US,Iowa,19719,85
US,Iowa,3849,90
US,Iowa,1318,21
US,Iowa,119,0
US,Iowa,2715,49
US,Iowa,1380,27
US,Iowa,8957,197
US,Iowa,12468,135
US,Iowa,5612,77
US,Iowa,1263,33
US,Iowa,10323,161
US,Iowa,2947,46
US,Iowa,3806,48
US,Iowa,28762,332
US,Iowa,1754,16
US,Iowa,3608,63
US,Kansas,3953,48
US,Kansas,2110,28
US,Kansas,4270,33
US,Kansas,1039,8
US,Kansas,6482,89
US,Kansas,4384,49
US,Kansas,2679,46
US,Kansas,18937,178
US,Kansas,675,7
US,Kansas,840,17
US,Kansas,6138,84
US,Kansas,658,14
US,Kansas,502,7
US,Kansas,1968,35
US,Kansas,2216,36
US,Kansas,2413,41
US,Kansas,440,15
US,Kansas,10097,149
US,Kansas,11862,125
US,Kansas,616,20
US,Kansas,4794,75
US,Kansas,2439,34
US,Kansas,25311,134
US,Kansas,561,13
US,Kansas,570,9
US,Kansas,7132,79
US,Kansas,2013,31
US,Kansas,11532,108
US,Kansas,10611,108
US,Kansas,6913,77
US,Kansas,9204,73
US,Kansas,785,23
US,Kansas,565,14
US,Kansas,2203,35
US,Kansas,1232,23
US,Kansas,333,3
US,Kansas,1782,23
US,Kansas,462,3
US,Kansas,1648,25
US,Kansas,9582,121
US,Kansas,961,11
US,Kansas,409,10
US,Kansas,3881,29
US,Kansas,4749,59
US,Kansas,785,13
US,Kansas,144965,1193
US,Kansas,1234,20
US,Kansas,1960,27
US,Kansas,668,7
US,Kansas,6609,74
US,Kansas,295,12
US,Kansas,19302,179
US,Kansas,621,10
US,Kansas,2815,27
US,Kansas,840,13
US,Kansas,9948,117
US,Kansas,3323,40
US,Kansas,2548,42
US,Kansas,7793,125
US,Kansas,1220,20
US,Kansas,7720,90
US,Kansas,1423,21
US,Kansas,9405,146
US,Kansas,1501,29
US,Kansas,622,11
US,Kansas,3234,60
US,Kansas,5140,63
US,Kansas,781,18
US,Kansas,2151,37
US,Kansas,3894,47
US,Kansas,793,17
US,Kansas,1202,16
US,Kansas,0,0
US,Kansas,2117,24
US,Kansas,1361,29
US,Kansas,5730,55
US,Kansas,1923,30
US,Kansas,677,9
US,Kansas,18545,225
US,Kansas,1345,16
US,Kansas,2609,22
US,Kansas,13446,79
US,Kansas,1367,20
US,Kansas,806,18
US,Kansas,1873,37
US,Kansas,14108,234
US,Kansas,1278,34
US,Kansas,144368,1311
US,Kansas,6905,58
US,Kansas,48060,589
US,Kansas,786,18
US,Kansas,1507,20
US,Kansas,643,7
US,Kansas,1136,26
US,Kansas,429,8
US,Kansas,1462,19
US,Kansas,5662,67
US,Kansas,2377,28
US,Kansas,752,10
US,Kansas,0,0
US,Kansas,1635,22
US,Kansas,436,5
US,Kansas,1393,20
US,Kansas,493,8
US,Kansas,2811,42
US,Kansas,794,14
US,Kansas,46737,470
US,Kentucky,5800,101
US,Kentucky,6572,96
US,Kentucky,6448,66
US,Kentucky,1287,28
US,Kentucky,12898,209
US,Kentucky,3012,40
US,Kentucky,8836,141
US,Kentucky,36855,274
US,Kentucky,5948,54
US,Kentucky,16212,168
US,Kentucky,8371,124
US,Kentucky,2114,24
US,Kentucky,3683,51
US,Kentucky,5024,75
US,Kentucky,21088,206
US,Kentucky,3858,49
US,Kentucky,4136,59
US,Kentucky,7944,90
US,Kentucky,22687,161
US,Kentucky,995,19
US,Kentucky,3478,44
US,Kentucky,8571,102
US,Kentucky,4161,71
US,Kentucky,16326,201
US,Kentucky,10240,62
US,Kentucky,7843,86
US,Kentucky,3515,47
US,Kentucky,2287,46
US,Kentucky,2183,29
US,Kentucky,30973,373
US,Kentucky,2549,41
US,Kentucky,2341,18
US,Kentucky,4108,44
US,Kentucky,94203,578
US,Kentucky,3714,51
US,Kentucky,12473,168
US,Kentucky,13457,140
US,Kentucky,1161,27
US,Kentucky,2186,47
US,Kentucky,4785,72
US,Kentucky,6926,56
US,Kentucky,11336,172
US,Kentucky,8098,125
US,Kentucky,3668,39
US,Kentucky,12013,131
US,Kentucky,2470,23
US,Kentucky,32408,420
US,Kentucky,9188,195
US,Kentucky,6205,66
US,Kentucky,5391,95
US,Kentucky,13771,154
US,Kentucky,4759,47
US,Kentucky,840,25
US,Kentucky,14889,248
US,Kentucky,4259,74
US,Kentucky,224226,2242
US,Kentucky,15109,133
US,Kentucky,5968,101
US,Kentucky,41556,385
US,Kentucky,4178,60
US,Kentucky,11463,125
US,Kentucky,3712,69
US,Kentucky,19116,215
US,Kentucky,4539,67
US,Kentucky,2915,46
US,Kentucky,3692,39
US,Kentucky,7023,104
US,Kentucky,4494,83
US,Kentucky,6308,126
US,Kentucky,2434,59
US,Kentucky,8333,122
US,Kentucky,2864,33
US,Kentucky,27608,263
US,Kentucky,3897,44
US,Kentucky,6377,80
US,Kentucky,8385,100
US,Kentucky,3289,49
US,Kentucky,4681,103
US,Kentucky,18096,240
US,Kentucky,5502,75
US,Kentucky,2605,48
US,Kentucky,5779,64
US,Kentucky,1574,31
US,Kentucky,7322,101
US,Kentucky,2857,61
US,Kentucky,3614,75
US,Kentucky,6999,91
US,Kentucky,4878,21
US,Kentucky,10121,120
US,Kentucky,14377,148
US,Kentucky,1940,31
US,Kentucky,7291,96
US,Kentucky,18198,133
US,Kentucky,2359,32
US,Kentucky,1570,24
US,Kentucky,3435,37
US,Kentucky,10822,153
US,Kentucky,18808,276
US,Kentucky,4743,40
US,Kentucky,17375,269
US,Kentucky,631,21
US,Kentucky,5033,56
US,Kentucky,6533,58
US,Kentucky,6370,85
US,Kentucky,16308,98
US,Kentucky,13243,154
US,Kentucky,5610,89
US,Kentucky,5307,53
US,Kentucky,9135,117
US,Kentucky,2930,43
US,Kentucky,3974,42
US,Kentucky,2182,39
US,Kentucky,2561,0
US,Kentucky,4327,55
US,Kentucky,42784,347
US,Kentucky,3901,57
US,Kentucky,5698,89
US,Kentucky,3900,48
US,Kentucky,14198,175
US,Kentucky,2486,19
US,Kentucky,6791,48
US,Louisiana,15005,290
US,Louisiana,7372,137
US,Louisiana,33097,291
US,Louisiana,5243,69
US,Louisiana,10771,206
US,Louisiana,8777,142
US,Louisiana,3705,111
US,Louisiana,35311,487
US,Louisiana,63305,1135
US,Louisiana,51722,701
US,Louisiana,3151,54
US,Louisiana,1145,8
US,Louisiana,2560,55
US,Louisiana,3101,74
US,Louisiana,4798,88
US,Louisiana,6938,135
US,Louisiana,105342,1333
US,Louisiana,2335,38
US,Louisiana,6692,170
US,Louisiana,7942,156
US,Louisiana,6772,176
US,Louisiana,5531,93
US,Louisiana,18122,262
US,Louisiana,8524,150
US,Louisiana,4101,74
US,Louisiana,108250,1326
US,Louisiana,6597,156
US,Louisiana,3990,56
US,Louisiana,59294,493
US,Louisiana,26190,366
US,Louisiana,11459,143
US,Louisiana,35139,461
US,Louisiana,3027,58
US,Louisiana,6499,133
US,Louisiana,9532,165
US,Louisiana,83591,1105
US,Louisiana,47281,731
US,Louisiana,0,0
US,Louisiana,6121,45
US,Louisiana,5880,92
US,Louisiana,30893,572
US,Louisiana,1985,52
US,Louisiana,6161,95
US,Louisiana,5981,109
US,Louisiana,10701,109
US,Louisiana,13152,143
US,Louisiana,1835,23
US,Louisiana,5457,76
US,Louisiana,10020,184
US,Louisiana,21051,412
US,Louisiana,12256,185
US,Louisiana,11915,260
US,Louisiana,68136,842
US,Louisiana,32907,592
US,Louisiana,940,11
US,Louisiana,29248,408
US,Louisiana,933,0
US,Louisiana,6392,130
US,Louisiana,14421,223
US,Louisiana,9455,188
US,Louisiana,12209,246
US,Louisiana,10462,182
US,Louisiana,6879,87
US,Louisiana,3342,65
US,Louisiana,2711,44
US,Louisiana,4152,62
US,Maine,22342,270
US,Maine,12534,149
US,Maine,47895,346
US,Maine,5630,57
US,Maine,7296,81
US,Maine,22620,227
US,Maine,5856,33
US,Maine,5127,32
US,Maine,0,0
US,Maine,11146,143
US,Maine,27123,320
US,Maine,2956,31
US,Maine,5005,29
US,Maine,9493,101
US,Maine,8,0
US,Maine,5970,56
US,Maine,4279,52
US,Maine,39133,266
US,Maryland,17088,356
US,Maryland,88955,1055
US,Maryland,131376,2451
US,Maryland,111231,1761
US,Maryland,11079,142
US,Maryland,6028,80
US,Maryland,21274,397
US,Maryland,15386,256
US,Maryland,27792,349
US,Maryland,7701,107
US,Maryland,45426,515
US,Maryland,5711,114
US,Maryland,38053,572
US,Maryland,43473,372
US,Maryland,3034,66
US,Maryland,166577,2015
US,Maryland,169683,2134
US,Maryland,7065,110
US,Maryland,5167,73
US,Maryland,18829,212
US,Maryland,5551,86
US,Maryland,0,35
US,Maryland,35009,579
US,Maryland,19610,325
US,Maryland,8607,154
US,Massachusetts,34785,573
US,Massachusetts,22922,368
US,Massachusetts,149242,2130
US,Massachusetts,6796,16
US,Massachusetts,203865,2720
US,Massachusetts,10458,132
US,Massachusetts,132234,1768
US,Massachusetts,27397,349
US,Massachusetts,322485,3941
US,Massachusetts,130344,1868
US,Massachusetts,114954,1666
US,Massachusetts,208912,1965
US,Massachusetts,135578,6
US,Massachusetts,191011,2561
US,Michigan,1727,71
US,Michigan,1712,13
US,Michigan,26998,342
US,Michigan,5580,134
US,Michigan,4296,63
US,Michigan,3195,67
US,Michigan,2033,53
US,Michigan,14256,166
US,Michigan,26959,575
US,Michigan,3417,65
US,Michigan,34571,542
US,Michigan,11284,181
US,Michigan,33986,569
US,Michigan,11083,141
US,Michigan,4891,60
US,Michigan,4581,102
US,Michigan,8459,101
US,Michigan,6724,156
US,Michigan,21117,207
US,Michigan,2549,30
US,Michigan,9915,155
US,Michigan,7361,108
US,Michigan,26671,393
US,Michigan,6353,85
US,Michigan,326,5
US,Michigan,100829,1696
US,Michigan,5557,113
US,Michigan,3245,68
US,Michigan,17145,227
